model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-mini-2024-07-18,1,naive,Newspaper Toss,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Participants take turns tossing crumpled pieces of newspaper into a trash can from a distance.,Crumple the newspaper into small balls. Place the trash can about 5 to 10 feet away from the tossing spot. Participants stand behind a designated line and take turns attempting to toss the crumpled newspaper into the trash can.,The main objective is to score as many points as possible by successfully landing crumpled pieces of newspaper into the trash can.,"Each successful toss into the trash can counts as 1 point. After a predetermined number of rounds (e.g., 5 rounds), the player with the highest number of points wins.","['Newspaper', 'Trash can']",80,few_human8_0.0,0,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Book Cover Art,"[{'name': 'Book', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Participants design a new cover for a book using the provided materials.,Select any book from the pile. Use the pen and notebook to brainstorm ideas for the book cover and sketch it out. Set a timer for 15 minutes to encourage creativity.,To create an original and visually appealing book cover within the time limit.,"Participants can evaluate each other’s covers on a scale of 1-10 based on creativity, relevance to the book's content, and artistic execution. The scores are then totaled to determine the winner.","['Book', 'Pen', 'Notebook']",81,few_human8_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Chair Relay,"[{'name': 'Chair', 'quantity': 4}]",Participants race by running to a designated point and back while balancing a pillow on their heads in a seated position on a chair.,"Arrange the four chairs in a row, each with a pillow placed on the seat. Participants start at a marked start line, pick up a pillow, balance it on their head, and sit in the chair to complete the relay.",To see how fast participants can complete the chair relay while keeping the pillow balanced on their heads.,"Timing each participant with a stopwatch. The participant with the fastest time wins. If a pillow falls off, participants must reset and start from the chair again, adding to their overall time.",['Chair'],82,few_human8_0.0,2,GPT-4o-mini,1,human_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Toss Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Chair', 'quantity': 1}]","Players toss pillows at a designated target, aiming to hit it from a distance.","Position a chair about 5 feet away from a wall or a designated target area. Set the pillows at the chair, and players take turns tossing the pillows toward the target area.",The goal is to hit the target as many times as possible within a set number of rounds.,"Each successful hit on the target counts as 1 point. After 5 rounds, the player with the most points wins.","['Pillow', 'Chair']",83,few_human9_0.0,0,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Book Cover Sketch,"[{'name': 'Book', 'quantity': 5}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Participants create a new cover design for one of the books using their artistic skills.,Select a book from the pile and have each participant sit at a designated spot with their notebook open and pen in hand. Set a timer for 10 minutes for each participant to sketch their book cover design.,The objective is to design a creative new cover for the selected book within the time limit.,"Participants can vote on the best cover design after all sketches are completed. Each vote counts as 1 point, and the participant with the most votes wins.","['Book', 'Pen', 'Notebook']",84,few_human9_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Quiz Relay,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Participants answer trivia questions based on the newspaper article within the time limit.,Place the newspaper on the chair and set the clock to 5 minutes. Each participant takes turns reading an article and then answering a series of trivia questions prepared beforehand from the article.,The goal is to answer as many questions correctly as possible based on the content of the newspaper within the given timeframe.,"Each correct answer counts as 1 point. At the end of the quiz, participants tally their points, and the one with the highest score wins.","['Newspaper', 'Clock', 'Chair']",85,few_human9_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Plant Care Challenge,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",The participant spends time taking care of the potted plant while documenting its condition and care routine.,Set the potted plant in the center of the room. The participant sits at a desk with the notebook and pen ready to jot down observations and care tips as they water or prune the plant.,To ensure the plant is well-cared for while learning about its needs through observation and documentation.,"Participants earn 1 point for each task completed (watering, pruning, documenting). Additional bonus points can be awarded at the discretion of the ""Other people"" based on how well the plant is cared for (up to 5 points for overall health and care complexity).","['Potted plants', 'Notebook', 'Pen']",86,few_human10_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Artistic Interpretation Game,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","The participant observes two paintings and writes down their interpretations, feelings, and thoughts about each piece.","Hang the two paintings on the wall in view of a chair and a desk. The participant sits in the chair with the notebook and pen, taking time to reflect on each painting before writing.","To create a written interpretation of each painting by analyzing its elements, colors, and emotions it invokes.","Each interpretation can earn up to 5 points based on depth, creativity, and personal connection described. A total maximum of 10 points can be earned for both paintings, plus a discretionary bonus up to 5 points from ""Other people"" based on how engaging the interpretation is.","['Paintings', 'Notebook', 'Pen']",87,few_human10_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Time to Clean Up,"[{'name': 'Broom', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}]",The participant cleans up a small area of the room by using the broom to sweep up the waste paper and any other visible debris.,Designate a small area of the room where the waste paper ball and other potential dirt or clutter are scattered. The participant uses the broom to gather everything into the trash can.,"To clean up the area effectively and efficiently, ensuring that all waste is removed and the space is tidy.","Completion of the task earns 10 points. Points can be deducted for visible debris remaining, with a maximum deduction of 5 points. An additional 5 points may be awarded based on speed (time taken to complete the task compared to an ideal time).","['Broom', 'Trash can', 'Waste paper ball']",88,few_human10_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Creative Storytelling,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Book', 'quantity': 1}]",A single participant uses a book for inspiration and writes a short story in the notebook.,The participant sits at a desk or on the sofa with the book and notebook. They read a few passages from the book to gather ideas and then begin writing their own story based on those elements.,The objective is to create an original story inspired by the book within 30 minutes.,"The story will be evaluated based on creativity (up to 5 points), coherence (up to 5 points), and length (up to 5 points). A maximum score of 15 points can be achieved.","['Notebook', 'Pen', 'Book']",89,few_human11_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Target Toss,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]","The participant stands at a designated spot and attempts to throw pillows into the trash can, which serves as the target.","The pillows are placed a short distance from the trash can, which is positioned in front of the sofa. The participant stands a few feet away and has a designated time limit to make as many throws as they can.",To see how many pillows the participant can successfully toss into the trash can within a 2-minute time frame.,Each successful toss into the trash can scores 1 point. The total points are counted at the end of the time limit.,"['Pillow', 'Trash can', 'Sofa']",90,few_human11_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Art Appreciation Guessing Game,"[{'name': 'Painting', 'quantity': 2}, {'name': 'Poster', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}]",The participant selects pieces of art (paintings and a poster) and creates a trivia-style guessing game about them.,"The participant places the paintings and poster in a prominent location, ensuring they are well-lit by the lamp. They prepare questions related to the paintings and poster for the game, such as the artist's name, style, or inspiration.",To answer as many questions as possible correctly regarding the details of the artworks.,"Each correct answer scores 1 point. The participant keeps track of their total points to see how well they know the art pieces. The maximum score will depend on the number of questions created, ideally up to 10 points.","['Poster', 'Lamp', 'Paintings']",91,few_human11_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Art Gallery Walk,"[{'name': 'Paintings', 'quantity': 2}]","In this activity, participants create their own art gallery by arranging paintings and discussing the art pieces.","The two paintings are placed on the walls of the room. Participants can step back to view them from a distance, and they can interact by moving chairs to sit and observe or discuss the paintings.","The goal is to appreciate the artwork and create a commentary on each piece, enhancing art appreciation and conversation.","After the discussion, each participant gives the other a score from 1 to 5 based on their insights and creativity, leading to a potential maximum of 10 points.",['Paintings'],92,few_human12_0.0,0,GPT-4o-mini,1,human_few
gpt-4o-mini-2024-07-18,1,naive,Paper Airplane Contest,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}]",Participants create paper airplanes using the notebook and compete to see whose airplane can fly the farthest.,"The notebook is torn into several sheets, used to make various paper airplanes. The waste paper ball serves as a target to aim for during the contest, placed at a distance on the rug.","To construct and launch the best-performing airplane, aiming it towards the waste paper ball.","Each flight is measured in distance from the launch point. Points are awarded as follows: 1 point for reaching the rug, 3 points for landing near the waste paper ball, and 5 points for hitting it directly.","['Notebook', 'Pen', 'Waste paper ball']",93,few_human12_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Sofa Pillow Toss,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}]","Participants take turns tossing pillows from a designated spot towards the sofa, aiming to land them on the couch.",The pillows are placed on one end of the room while the sofa is positioned a few feet away. The throw line is marked with a chair for participants to stand behind.,The objective is to accurately toss pillows onto the sofa to score points.,"Each pillow that successfully lands on the sofa earns the thrower 2 points. If a pillow falls off after landing, it earns only 1 point. The participant with the most points after five rounds wins.","['Pillow', 'Sofa']",94,few_human12_0.0,2,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Toss Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}]",Participants take turns tossing a waste paper ball into pillows set at a distance.,"Arrange the two pillows on the floor to serve as targets, approximately 3-5 feet apart. The player stands at a designated throwing line and attempts to toss the waste paper ball into the area between the pillows.",The goal is to land the waste paper ball on or between the pillows.,"- 3 points for landing the ball on a pillow,
- 2 points for landing the ball between the pillows,
- 1 point for getting close but missing.
Each player gets 5 attempts, and the highest score wins.","['Pillow', 'Waste paper ball']",95,few_human13_0.0,0,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Bookshelf Sorting Game,"[{'name': 'Book', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",The task involves sorting and categorizing a selection of books while taking notes.,"Spread out the five books on a desk. The participant uses the notebook and pen to create a simple categorization (genre, author, etc.) of each book.",To effectively sort the books into categories and write down a description for each.,"- 2 points for each book correctly categorized,
- 1 point for a descriptive note that adds value to the categorization.
A maximum score of 15 points is possible (5 books x 3 points each).","['Book', 'Notebook', 'Pen']",96,few_human13_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Trivia,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]",Participants read a newspaper and then compete in a trivia quiz based on the content.,"Set the clock to 10 minutes to read the newspaper. Each participant takes a chair and reads quietly. After reading, they must answer trivia questions related to what they just read.",The goal is to answer as many trivia questions correctly as possible based on the newspaper.,Each correct answer earns 2 points. A bonus point is awarded for particularly detailed answers. The participant with the most points after all questions are answered wins.,"['Newspaper', 'Clock', 'Chair']",97,few_human13_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Ball Toss Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]",The participant throws a waste paper ball to score points by tossing it into the designated area near the sofa.,Place the sofa against the wall. Mark a throwing line a few feet away from the sofa. Set up a small target area (the space next to the sofa) for landing the ball.,The goal is to successfully toss the waste paper ball into the designated area multiple times within a set time limit.,"Each successful toss into the target area scores 2 points. If the ball lands on the sofa, it scores 1 point. The participant can attempt to throw the ball for 3 minutes, and the total points scored are tallied at the end.","['Waste paper ball', 'Sofa']",98,few_human14_0.0,0,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Creative Drawing Session,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}]","The participant draws inspiration from existing paintings in the room, using the notebook and pen to create their own artwork.",Set the notebook and pen on the desk. Place the paintings on the wall where they can be easily viewed from the desk. The participant sits at the desk and takes time to draw.,The goal is to create an original drawing inspired by the paintings.,"After the drawing is complete, the participant can score their artwork on a scale from 1 to 10 based on creativity, effort, and resemblance to the inspiration. If shared with the other person present, they can provide an additional score to reach a final score out of 20.","['Notebook', 'Pen', 'Paintings']",99,few_human14_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Book Character Debate,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 2}]",The participant selects one book and engages in a debate about the character's choices and motivations with the other person present.,Each participant sits in a chair. One selects a book and reads a passage about a character. They then present their perspective on the character's decisions.,"The goal is to convincingly argue about the character's motivations, giving examples from the book to back up the argument.","After the debate, both participants rate each other's arguments on a scale of 1 to 10 based on clarity, persuasion, and use of examples. The total scores from both participants are summed for a final score out of 20.","['Book', 'Chair']",100,few_human14_0.0,2,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Knowledge Quiz,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",One person tests their knowledge and comprehension of current events from the newspaper by answering questions related to its contents.,"The participant sits at a desk with the newspaper, notebook, and pen available. They skim the newspaper for 10 minutes, focusing on the headlines and key articles. After this, they write down a set of questions based on what they read in the notebook.","The goal is to accurately answer questions derived from the newspaper articles, showcasing understanding and retention of the material.","Each correct answer to a question scores 1 point. The total points are tallied at the end, and a score of 5 points or higher is considered excellent knowledge retention.","['Newspaper', 'Pen', 'Notebook']",101,few_human15_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Creative Storytelling Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Book', 'quantity': 1}]",The participant creates a fictional story using cues from a random book and their own imagination.,"The participant chooses a book, opens it to any page, and picks a random sentence. Using this sentence as inspiration, they have 15 minutes to write a short story in the notebook.",The goal is to create an engaging and coherent short story that creatively incorporates the sentence taken from the book.,"The story is evaluated based on creativity (up to 5 points), coherence (up to 5 points), and engagement (up to 5 points), for a maximum possible score of 15 points.","['Notebook', 'Pen', 'Book']",102,few_human15_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Room Cleanup Race,"[{'name': 'Broom', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",The task involves quickly tidying the room by finding and collecting litter (represented by the waste paper ball) and properly disposing of it in the trash can.,"The broom is left in one corner of the room, and the waste paper ball is placed in a visible spot. The goal is to sweep up the room and discard the waste paper ball in the trash can in the shortest amount of time.","The objective is to clean up the room as efficiently as possible, ensuring the waste paper ball is collected and thrown away.","The time taken to clean up is recorded in seconds, and the player receives points according to the following scale: 0-30 seconds: 5 points, 31-60 seconds: 3 points, 61 seconds or more: 1 point. Time is key, so lower times get higher scores!","['Broom', 'Waste paper ball', 'Trash can']",103,few_human15_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Plant Care Challenge,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Kettle', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","One person assesses and cares for the potted plant, tracking their observations and care routine.","The participant will place the potted plant on one of the desks. The kettle is set nearby for watering the plant. The participant uses the notebook and pen to take notes on the plant’s condition, any visible needs, and watering schedule.","The goal is to evaluate the plant's health, water it appropriately, and document observations. The participant suggests a care plan if needed.","- Documentation of plant condition (2 points)
- Proper watering (2 points)
- Suggestions for care improvements (3 points)
- Total possible score: 7 points","['Potted plants', 'Kettle', 'Notebook', 'Pen']",104,few_human16_0.0,0,GPT-4o-mini,4,human_few
gpt-4o-mini-2024-07-18,1,naive,Creative Desk Organization,"[{'name': 'Desk', 'quantity': 2}, {'name': 'Chair', 'quantity': 4}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",The participant will organize one of the desks creatively and practically while discarding unnecessary items.,"The participant chooses one desk and clears it off, using the chair for seating. They can use the trash can to dispose of any waste or unnecessary items found during the organization task. The notebook and pen are useful for jotting down ideas on improving workspace efficiency.",The goal is to create an organized workspace that enhances productivity and aesthetics.,"- Clarity and neatness of desk (3 points)
- Creativity in organization (3 points)
- Effectiveness of workspace configuration (3 points)
- Total possible score: 9 points","['Desk', 'Chair', 'Notebook', 'Pen', 'Trash can']",105,few_human16_0.0,1,GPT-4o-mini,5,human_few
gpt-4o-mini-2024-07-18,1,naive,Storytime with Books,"[{'name': 'Book', 'quantity': 5}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}]","The participant chooses a book and gets comfortable on the sofa with pillows, reading aloud or silently, and then summarizes the story.",The participant arranges the pillows on the sofa for comfort and selects a book to read from the available selection. They read in a quiet corner of the room to create a focused environment.,"The goal is to engage with the book, enjoy the story, and then briefly summarize the plot or share favorite parts.","- Engagement with the story (3 points)
- Quality of summary (2 points)
- Enthusiasm in reading (2 points)
- Total possible score: 7 points","['Book', 'Sofa', 'Pillow']",106,few_human16_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Creative Desk Drawing Challenge,"[{'name': 'Desk', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",An art challenge where the participant draws or sketches a series of prompts within a time limit using only the pen and notebook.,"A desk is cleared off and used as the workspace. The participant sits at the desk with the notebook open and the pen ready. A timer is set for each prompt (e.g., 3 minutes). The participant can randomly select prompts written on small pieces of paper that can be placed on the desk.","The goal is to complete as many drawings as possible within a designated time frame, following the prompt list.","1 point for each completed drawing. If the drawing meets certain criteria (labeled as 'Creative' or 'Humorous'), an additional 1 bonus point is awarded per drawing.","['Desk', 'Pen', 'Notebook']",107,few_human17_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Plant Care Relay,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",A timed challenge where the participant must clean up around the potted plant and properly care for it within a time limit.,"The potted plant is placed in a visible location. The broom is positioned next to it, and the trash can is placed in easy reach for disposing of any litter. The participant is timed, looping between cleaning the area and checking/updating the plant's care.","The goal is to clean the surrounding area of the potted plant, properly dispose of any trash, and water or check the plant's condition within 8 minutes.","2 points for cleaning the area, 1 point for watering the plant, and an extra bonus of 3 points for completing it within the time limit. Total possible score: 6 points.","['Potted plants', 'Broom', 'Trash can']",108,few_human17_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Puzzle Mystery,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Solve a puzzle or riddle using clippings and sections from the newspaper within a set time limit.,Participants use the newspaper and a clock to manage time. They can cut out clues and articles to piece together their mystery. The pen is used to jot down notes or solutions.,To discover the 'mystery phrase' or solve the created riddle based on the clippings within 15 minutes.,3 points for discovering the correct mystery phrase. 1 point for each clue logically linked to the final answer (up to 4 points). Total possible score: 7 points.,"['Newspaper', 'Clock', 'Pen']",109,few_human17_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Book Cover Design Contest,"[{'name': 'Book', 'quantity': 5}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Two participants create a cover design for one of the available books using a notebook and pen.,"Each participant selects one book from the shelf. They sit at the desk with the notebook and pen to draft their design. The room should be quiet, only the sound of writing and creativity flows.",The goal is to create the most visually appealing book cover design within 15 minutes.,"Each design will be evaluated on a scale from 1 to 10 by the 'Other people' in the room. Points are based on creativity (0-5 points), color use (0-3 points), and overall presentation (0-2 points). The participant with the highest score wins.","['Book', 'Pen', 'Notebook']",110,few_human18_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Toss and Aim Game,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Participants will attempt to toss a waste paper ball into a trash can from the sofa.,"The trash can is placed about 10 feet away from the sofa. One participant sits on the sofa with the waste paper ball in hand, preparing to take their shot.",The goal is to successfully throw the waste paper ball into the trash can as many times as possible within a 5-minute timeframe.,"Each successful toss into the trash can earns 1 point. At the end of 5 minutes, the participant counts their successful tosses. The participant with the most points wins.","['Waste paper ball', 'Sofa', 'Trash can']",111,few_human18_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,News Summary Challenge,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",A participant will read an article from the newspaper and summarize it in their own words.,One participant sits on a chair with the newspaper and the clock visible to monitor time. They choose an article to read and have 10 minutes to summarize it.,"The goal is to accurately summarize the chosen article, highlighting key points and main ideas.","The summary will be scored on clarity (0-5 points), comprehension and accuracy (0-5 points), and engagement in delivery (0-5 points). The highest score possible is 15 points. Scoring is done by the ‘Other people’ in the room.","['Newspaper', 'Clock', 'Chair']",112,few_human18_0.0,2,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Art Challenge,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Create a piece of artwork using only the newspaper and pen.,Arrange the newspaper on a flat surface like the desk to work on. The pen is provided to sketch or write on the newspaper. The notebook can be used to jot down ideas or serve as a sketchpad for initial designs.,The goal is to create the most creative and visually appealing artwork from the newspaper using sketches or written elements.,"Each artwork is judged on a scale of 1 to 10 based on creativity (5 points), execution (3 points), and originality (2 points). The participant with the highest score wins.","['Newspaper', 'Pen', 'Notebook']",113,few_human19_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Potted Plant Observation,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Spend time observing the potted plant to enhance mindfulness and appreciation for nature.,"Position the chair in front of the potted plant. Set the clock for a 10-minute observation period during which the participant focuses solely on the plant, noting its features.","The goal is to practice mindfulness by observing the plant's details, colors, and growth patterns.","After the observation period, the participant rates their sense of calmness and appreciation on a scale from 1 to 10, with 10 being completely peaceful and appreciated, and 1 being not affected at all.","['Potted plants', 'Chair', 'Clock']",114,few_human19_0.0,1,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Chair Balancing Challenge,"[{'name': 'Chair', 'quantity': 4}, {'name': 'Waste paper ball', 'quantity': 1}]",Balance on a chair while trying to catch a waste paper ball thrown by the other person in the room.,"Arrange all four chairs in a circle, with an empty space in between. One person stands on a chair while the other throws the waste paper ball from a distance. The goal is to maintain balance while catching the ball.",The goal is to catch the maximum number of waste paper balls without losing balance or falling off the chair.,"Each successful catch while maintaining balance earns 1 point. If the participant falls off the chair during a catch, they receive no points for that attempt. The player with the most points after ten throws wins.","['Chair', 'Waste paper ball']",115,few_human19_0.0,2,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Story Creation Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Two participants create a short story together by alternating sentences.,Both participants sit at a desk with the notebook open in front of them. They take turns writing one sentence at a time in the notebook. The pen is passed back and forth to keep the story going.,Collaborate to create an engaging short story that makes sense and has a creative twist.,"After completing the story, each participant rates the story out of 10 based on creativity and coherence. The average of both scores will be the final score for the task. A score above 15 out of 20 is considered excellent!","['Notebook', 'Pen', 'Other people']",116,few_human20_0.0,0,GPT-4o-mini,3,human_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Toss Game,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}]",Participants toss pillows to each other while trying to hit the waste paper ball.,"Participants stand about 5 feet apart in the room. The waste paper ball is placed in the center. Each participant holds one pillow and on the count of three, they toss the pillows back and forth while attempting to knock the waste paper ball away from the center.",To hit and keep the waste paper ball moving while ensuring the pillows are tossed accurately.,Each successful hit on the waste paper ball counts as 1 point. The participant with the most points after 5 minutes wins!,"['Pillow', 'Waste paper ball']",117,few_human20_0.0,1,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Art Critique Session,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Other people', 'quantity': 1}]","Participants review and discuss two paintings, sharing their interpretations and art critiques.",Both individuals sit comfortably on the sofa to look at the two paintings displayed on the wall. Each person spends a few minutes observing the art before they begin sharing their interpretations.,"Engage in a thoughtful discussion about the themes, techniques, and emotions evoked by the paintings.","After the discussion, each participant rates the other's critique on a scale of 1-10 based on creativity and insightfulness. The highest score of the two critiques wins, with a perfect score being 10.","['Paintings', 'Other people']",118,few_human20_0.0,2,GPT-4o-mini,2,human_few
gpt-4o-mini-2024-07-18,1,naive,Chess Tournament,"[{'name': 'Chess board & pieces', 'quantity': 1}]",One person plays chess against an opponent (the other person in the room) to test their strategic skills.,"Set up the chess board on one of the desks, ensuring that each player has a clear view of the board. The players sit opposite each other at the desks, ready to make their moves.",The goal is to checkmate the opponent's king by strategically moving pieces on the chess board.,"The match is played until a player wins by checkmate. Each player receives 1 point for winning. If the game ends in a draw, both players receive 0.5 points each. The player with the most points after several rounds wins the overall tournament.",['Chess board&pieces'],119,many_dummy1_0.0,0,GPT-4o-mini,1,dummy_many
gpt-4o-mini-2024-07-18,1,naive,Building Block Challenge,"[{'name': 'Building blocks', 'quantity': 5}]",The participant builds the tallest free-standing structure possible using the provided building blocks within a time limit.,"Gather all the building blocks in the center of the room, preferably on a flat surface like a desk. Set a timer for 10 minutes.",The objective is to use all five building blocks to create the tallest structure that can stand on its own without any external support.,Measure the height of the completed structure. Score 1 point for each centimeter tall the structure is. Any structure that falls before the time limit gets no points.,['Building block'],120,many_dummy1_0.0,1,GPT-4o-mini,1,dummy_many
gpt-4o-mini-2024-07-18,1,naive,Creative Writing Exercise,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",The participant writes a short story or poem inspired by a random word or theme in the newspaper.,The participant sits at the desk with the notebook and pen. They select a random word or theme from the newspaper and set a timer for 15 minutes to write.,The goal is to complete a creative piece inspired by the chosen word or theme within the time limit.,"After completing the writing, the participant can receive a score from the other person in the room based on creativity, coherence, and engagement, rated from 1 to 10. A score of 10 means they found it exceptionally engaging, while a 1 means they did not enjoy it at all.","['Notebook', 'Pen']",121,many_dummy1_0.0,2,GPT-4o-mini,2,dummy_many
gpt-4o-mini-2024-07-18,1,naive,Building Block Challenge,"[{'name': 'Building block', 'quantity': 5}]",One person builds a creative structure using building blocks within a time limit.,The player gathers the 5 building blocks and finds a clear space on the rug. They will have a timer set to 5 minutes to create a structure.,The goal is to build the most creative and stable structure within the 5-minute time limit.,"Scoring is based on creativity and stability. After building, the structure is evaluated on a scale of 1-10 for creativity and 1-10 for stability. The total score is the sum of both evaluations.",['Building block'],122,many_dummy2_0.0,0,GPT-4o-mini,1,dummy_many
